PDB ID,n,N
4uee,2.0,2
4ueg,2.0,4
4uej,2.0,2
4ueq,12.0,2
4ufc,2.0,1
4ufh,1.0,1
4uhd,1.0,1
4uhj,3.0,2
4uhm,1.0,2
4uho,1.0,1
4uhs,3.0,1
4uie,1.0,1
4uj3,24.0,3
4uj4,12.0,6
4uj7,1.0,1
4um5,4.0,4
4um8,4.0,2
4umb,4.0,4
4umj,2.0,2
4umw,1.0,1
4un5,5.0,1
4un9,9.0,1
4uno,3.0,2
4unr,2.0,1
4uob,1.0,1
4uof,3.0,3
4uog,3.0,6
4uoj,2.0,1
4uop,2.0,2
4uor,11.0,1
4uoz,3.0,3
4up0,2.0,1
4up4,2.0,1
4uph,4.0,2
4upi,1.0,2
4upl,2.0,2
4urf,2.0,4
4urt,2.0,3
4us8,1.0,2
4usc,2.0,2
4usi,3.0,3
4usl,2.0,1
4usx,3.0,3
4utg,2.0,2
4uux,2.0,2
4uvq,1.0,2
4uw9,1.0,1
4uwq,12.0,3
4ux3,2.0,2
4ux8,6.0,6
4uxa,20.0,2
4uxi,2.0,4
4uya,1.0,1
4uyp,4.0,4
4uyq,2.0,2
4uyr,1.0,1
4uzg,1.0,1
4v02,4.0,4
4v03,2.0,2
4v06,2.0,1
4v08,2.0,2
4v0h,4.0,2
4v0l,2.0,1
4v0m,8.0,2
4v0o,8.0,2
4v0q,1.0,2
4v15,2.0,2
4v1t,4.0,2
4v1y,12.0,6
4v20,1.0,1
4v26,1.0,2
4v2i,2.0,2
4v2x,1.0,2
4v30,3.0,1
4v35,1.0,1
4v3q,4.0,1
4v4d,,2
4v7n,,2
4w4o,3.0,3
4w5a,6.0,1
4w65,1.0,1
4w78,8.0,8
4w7a,4.0,2
4w7d,2.0,1
4w82,2.0,2
4w86,2.0,1
4w8f,2.0,1
4w8j,1.0,2
4w8l,3.0,1
4w8y,2.0,1
4w9z,1.0,1
4wa0,1.0,1
4wa4,1.0,4
4wa6,8.0,4
4wai,4.0,2
4wb2,5.0,1
4wb7,4.0,1
4wbq,2.0,2
4wbr,1.0,1
4wcj,1.0,1
4wco,3.0,1
4wcw,4.0,2
4wcx,2.0,1
4wd1,1.0,1
4wec,4.0,4
4wef,2.0,2
4wf5,2.0,2
4wf7,4.0,2
4wgk,2.0,1
4wgx,4.0,4
4wh3,1.0,1
4wh5,2.0,2
4whb,8.0,4
4whc,2.0,1
4wi0,2.0,2
4wi1,2.0,1
4wif,2.0,4
4wiw,6.0,1
4wjb,4.0,2
4wji,1.0,2
4wk1,1.0,3
4wk4,3.0,2
4wke,1.0,1
4wlc,1.0,1
4wlz,2.0,1
4wn0,1.0,3
4wn9,4.0,4
4wnb,2.0,4
4wnr,1.0,1
4wnx,1.0,1
4wo1,4.0,2
4woe,2.0,1
4wou,1.0,1
4wp9,2.0,2
4wq3,2.0,2
4wqq,4.0,2
4wqs,16.0,5
4wr2,1.0,4
4wrn,2.0,2
4wro,,3
4wsn,,8
4wsq,2.0,1
4wtc,3.0,1
4wth,2.0,1
4wub,1.0,2
4wut,1.0,1
4wux,1.0,3
4wv8,4.0,4
4wvt,4.0,1
4ww9,2.0,2
4wwl,1.0,1
4wwu,12.0,6
4wwz,2.0,2
4wxs,1.0,1
4wxw,1.0,1
4wxx,2.0,1
4wyc,2.0,2
4wz9,4.0,2
4wzf,2.0,1
4wzx,2.0,1
4x04,4.0,4
4x0f,2.0,2
4x27,1.0,2
4x2z,1.0,1
4x33,2.0,2
4x35,1.0,1
4x36,1.0,2
4x3n,3.0,3
4x3t,6.0,2
4x49,1.0,1
4x4b,6.0,4
4x4k,1.0,1
4x4o,4.0,1
4x5s,2.0,2
4x6r,2.0,2
4x7z,2.0,2
4x8c,1.0,2
4x8d,2.0,1
4xat,1.0,1
4xb6,8.0,8
4xb8,2.0,2
4xc0,1.0,1
4xc5,3.0,3
4xch,4.0,4
4xco,6.0,2
4xdk,4.0,2
4xdq,1.0,1
4xdu,1.0,1
4xdy,2.0,2
4xdz,2.0,2
4xed,1.0,1
4xel,2.0,3
4xeo,2.0,1
4xeu,1.0,2
4xf6,2.0,1
4xfg,1.0,1
4xga,2.0,2
4xgl,1.0,1
4xgq,8.0,4
4xgv,4.0,1
4xgx,2.0,2
4xhn,1.0,1
4xhp,1.0,1
4xhz,1.0,1
4xi6,1.0,2
4xi7,2.0,1
4xiw,8.0,2
4xiy,4.0,2
4xj5,1.0,1
4xj6,1.0,1
4xjx,2.0,2
4xkm,8.0,4
4xl1,4.0,2
4xlr,20.0,7
4xls,18.0,7
4xlw,8.0,2
4xm5,1.0,2
4xn4,1.0,1
4xnv,1.0,1
4xoi,4.0,2
4xpz,1.0,1
4xq6,2.0,2
4xrn,4.0,2
4xru,6.0,6
4xry,4.0,1
4xtr,7.0,6
4xuk,2.0,2
4xul,1.0,1
4xuo,2.0,1
4xup,6.0,1
4xuq,3.0,1
4xvz,4.0,2
4xw2,1.0,1
4xwg,3.0,3
4xwl,1.0,1
4xwp,1.0,1
4xwt,2.0,2
4xx6,2.0,1
4xxb,2.0,2
4xxf,1.0,4
4xxo,2.0,2
4xxp,1.0,1
4xyd,2.0,2
4xyj,8.0,4
4xz3,4.0,4
4xz5,4.0,2
4xz6,2.0,1
4xzw,1.0,1
4y06,2.0,1
4y0e,8.0,4
4y0x,1.0,1
4y1p,2.0,4
4y1t,1.0,1
4y2l,6.0,3
4y2n,3.0,6
4y5q,1.0,1
4y6q,4.0,4
4y7e,2.0,1
4y7l,2.0,2
4y7u,1.0,1
4y90,4.0,2
4y93,1.0,1
4y96,2.0,2
4y97,8.0,2
4yb4,4.0,4
4yb6,6.0,6
4ybg,1.0,1
4ybh,2.0,4
4ybm,2.0,1
4yc7,2.0,2
4ycg,4.0,4
4ydh,4.0,4
4ydo,2.0,2
4ydq,2.0,2
4yds,1.0,1
4ydu,4.0,2
4yet,2.0,2
4yf4,4.0,2
4yga,8.0,2
4ygi,2.0,2
4ygj,1.0,1
4ygr,1.0,1
4yh5,2.0,2
4yha,8.0,2
4yhb,2.0,1
4yhx,3.0,1
4yic,2.0,2
4yil,1.0,1
4yio,2.0,2
4yip,4.0,2
4yis,6.0,1
4yit,6.0,1
4yiv,1.0,1
4yiw,2.0,2
4yix,1.0,2
4yj0,5.0,3
4yke,2.0,2
4ykl,2.0,2
4ykp,2.0,2
4yl9,4.0,4
4ylg,2.0,2
4ymd,6.0,3
4ymk,2.0,1
4ymu,4.0,4
4yn0,2.0,2
4yn2,1.0,1
4yn8,1.0,1
4ynp,2.0,1
4yo7,1.0,1
4yoc,2.0,2
4yok,1.0,1
4yoy,6.0,3
4yp9,2.0,2
4ypm,1.0,6
4ypo,2.0,2
4ypt,1.0,1
4yqf,2.0,1
4yrd,2.0,2
4yru,4.0,2
4ys4,1.0,1
4ys9,1.0,1
4ysb,2.0,2
4ysj,2.0,1
4ysl,2.0,2
4ytv,1.0,1
4yu5,2.0,1
4yvz,2.0,8
4ywe,8.0,4
4ywq,2.0,2
4ywt,4.0,1
4yx1,2.0,2
4yxw,9.0,9
4yz0,2.0,1
4yzg,2.0,2
4yzh,2.0,1
4yzi,1.0,2
4yzm,2.0,1
4yzo,4.0,2
4yzw,2.0,2
4z04,1.0,2
4z0n,1.0,1
4z0o,1.0,2
4z0r,4.0,1
4z10,12.0,2
4z13,2.0,1
4z17,2.0,2
4z1d,2.0,2
4z1i,4.0,2
4z1m,10.0,8
4z2e,8.0,4
4z3f,1.0,1
4z3t,2.0,1
4z3u,4.0,2
4z3w,8.0,8
4z3x,8.0,4
4z4k,2.0,2
4z4p,1.0,1
4z51,1.0,1
4z53,6.0,2
4z5q,1.0,1
4z6k,4.0,4
4z72,1.0,6
4z7r,2.0,2
4z89,20.0,1
4z8i,1.0,1
4z8l,6.0,3
4z8n,2.0,1
4z8w,1.0,1
4z8y,2.0,1
4za6,2.0,1
4zad,2.0,2
4zcf,5.0,3
4zck,1.0,1
4zcm,2.0,1
4zd4,2.0,1
4zda,6.0,6
4zdi,8.0,2
4zdk,2.0,4
4zdt,4.0,2
4zej,2.0,1
4zel,2.0,2
4zes,2.0,1
4zev,2.0,1
4zfg,3.0,3
4zfh,1.0,1
4zfo,6.0,3
4zfz,12.0,2
4zg5,4.0,4
4zg9,2.0,1
4zgf,1.0,1
4zgn,2.0,2
4zh5,2.0,1
4zi2,4.0,2
4zi3,4.0,4
4zi8,2.0,2
4zi9,2.0,2
4zir,2.0,2
4zk0,1.0,1
4zk4,5.0,5
4zk8,1.0,3
4zke,1.0,1
4zkf,1.0,1
4zkp,2.0,3
4zkt,6.0,2
4zla,6.0,6
4zlh,2.0,2
4zlk,2.0,2
4zlp,2.0,2
4zm1,3.0,3
4zmi,1.0,1
4zms,2.0,2
4zmy,1.0,2
4zn3,2.0,2
4znl,3.0,1
4zo0,3.0,1
4zo3,2.0,1
4zo9,2.0,2
4zpj,1.0,1
4zpl,1.0,1
4zpm,2.0,1
4zpn,2.0,1
4zps,1.0,1
4zq9,5.0,3
4zqg,2.0,2
4zr0,2.0,1
4zrp,4.0,2
4zrv,3.0,1
4zsf,2.0,2
4ztx,1.0,1
4zu3,6.0,4
4zu9,1.0,1
4zuq,2.0,2
4zv4,4.0,2
4zvf,1.0,1
4zwe,4.0,2
4zxi,1.0,1
4zxq,6.0,3
4zxs,4.0,2
4zya,2.0,2
4zyb,4.0,1
4zyn,2.0,1
4zyo,1.0,1
4zze,2.0,1
4zzj,2.0,2
4zzt,1.0,1
5a08,2.0,1
5a0l,2.0,1
5a0m,10.0,1
5a0v,4.0,1
5a1g,1.0,4
5a1m,1.0,2
5a22,1.0,1
5a29,2.0,1
5a2b,1.0,1
5a2h,1.0,1
5a2s,2.0,1
5a2w,2.0,2
5a39,8.0,2
5a3a,1.0,1
5a3l,4.0,2
5a3m,4.0,1
5a3u,3.0,6
5a4i,4.0,4
5a4x,2.0,1
5a50,2.0,2
5a52,1.0,2
5a58,1.0,1
5a5l,1.0,4
5a60,1.0,1
5a65,2.0,1
5a68,1.0,1
5a6b,4.0,2
5a74,6.0,2
5a76,8.0,2
5a7m,2.0,1
5a7o,2.0,1
5a88,4.0,1
5a8a,2.0,1
5a8c,1.0,1
5a8q,1.0,3
5a8v,1.0,3
5a98,1.0,3
5a9f,1.0,4
5a9g,2.0,2
5a9t,1.0,2
5aaq,1.0,1
5aar,1.0,1
5aaz,1.0,1
5abd,3.0,1
5abs,1.0,3
5abx,2.0,2
5adq,2.0,2
5ae6,2.0,2
5aeb,2.0,1
5aee,2.0,1
5af0,4.0,1
5afb,1.0,4
5ag2,2.0,2
5aga,1.0,1
5agv,4.0,2
5ah0,2.0,1
5ah1,1.0,1
5ah5,4.0,1
5ahk,2.0,2
5ahn,1.0,4
5aho,1.0,1
5ahr,1.0,2
5ahu,4.0,4
5aie,2.0,2
5ait,7.0,7
5aiu,5.0,5
5aiv,4.0,2
5aj9,2.0,1
5al9,1.0,2
5ami,3.0,1
5ao0,2.0,4
5ao7,1.0,1
5aog,1.0,1
5aor,4.0,1
5ap1,1.0,1
5apw,3.0,3
5aq6,1.0,2
5aum,6.0,2
5aun,2.0,4
5avp,4.0,4
5awh,6.0,1
5awm,1.0,1
5aws,2.0,1
5ax7,2.0,2
5axi,4.0,1
5axn,3.0,4
5ayo,1.0,1
5ayr,4.0,2
5az1,1.0,1
5aza,1.0,1
5aze,2.0,2
5azh,1.0,1
5b0h,2.0,2
5b16,3.0,1
5b1x,4.0,1
5b2e,3.0,3
5b2o,4.0,1
5b3h,6.0,3
5b3p,1.0,1
5b3r,2.0,1
5b47,2.0,4
5b48,4.0,4
5b49,2.0,1
5b4e,1.0,2
5b4x,4.0,2
5b4y,1.0,1
5b5s,1.0,1
5b5w,2.0,2
5b5x,1.0,2
5b5y,2.0,2
5b6a,1.0,2
5b6b,16.0,4
5b6t,2.0,1
5b73,1.0,1
5b79,1.0,1
5b7i,3.0,3
5b7x,1.0,1
5b80,2.0,2
5b8d,1.0,1
5b8f,3.0,3
5b8i,3.0,3
5bir,2.0,1
5bkd,2.0,2
5bke,7.0,7
5bn2,1.0,4
5bn3,2.0,6
5bnc,2.0,2
5bo5,4.0,1
5boe,2.0,8
5bok,1.0,1
5bon,8.0,2
5bp2,4.0,2
5bpj,1.0,1
5bq2,4.0,4
5bq5,3.0,1
5bqd,2.0,2
5bqk,3.0,2
5bqm,4.0,2
5bqt,4.0,4
5brj,1.0,2
5brm,15.0,6
5brp,4.0,1
5bsu,1.0,1
5bte,4.0,1
5bti,8.0,4
5btr,6.0,1
5bu7,2.0,4
5bu8,2.0,3
5bud,4.0,1
5buo,2.0,1
5but,8.0,6
5bvr,1.0,1
5bw8,5.0,4
5bwj,4.0,2
5bwm,2.0,2
5bxq,5.0,5
5byg,8.0,2
5bz0,2.0,2
5c03,2.0,1
5c0p,1.0,1
5c0q,4.0,2
5c11,2.0,1
5c13,8.0,2
5c1o,4.0,2
5c1t,2.0,1
5c22,4.0,1
5c23,2.0,1
5c2c,3.0,6
5c2f,1.0,1
5c2j,2.0,2
5c2k,1.0,1
5c2w,6.0,6
5c2y,2.0,1
5c3m,4.0,4
5c3o,1.0,1
5c53,5.0,3
5c5c,1.0,1
5c5h,2.0,1
5c5t,2.0,1
5c5v,2.0,4
5c6c,2.0,1
5c6t,3.0,9
5c6x,1.0,2
5c7b,1.0,1
5c7e,12.0,4
5c9v,1.0,1
5ca8,1.0,1
5ca9,1.0,2
5cad,1.0,1
5caw,4.0,2
5cb6,6.0,2
5cbg,6.0,4
5cbk,1.0,1
5ccg,11.0,7
5ccv,8.0,1
5cd6,3.0,1
5cde,2.0,2
5cdq,12.0,4
5ce3,4.0,2
5ce9,2.0,2
5cee,1.0,2
5cet,1.0,1
5cev,6.0,6
5cfa,4.0,1
5cfe,1.0,1
5cfr,2.0,2
5cfu,1.0,1
5cg8,3.0,1
5cgx,1.0,1
5cgz,2.0,6
5ch8,1.0,1
5chc,6.0,2
5chi,6.0,1
5cht,2.0,1
5chv,4.0,2
5cio,2.0,2
5cis,1.0,2
5cjf,1.0,1
5cjn,1.0,1
5cjp,6.0,6
5cju,2.0,2
5cjz,1.0,1
5ck3,6.0,2
5ck5,4.0,1
5ckw,2.0,2
5ckx,4.0,8
5cm2,2.0,2
5cm7,2.0,2
5cmn,8.0,2
5cn0,1.0,3
5cnm,1.0,2
5cnt,8.0,8
5cnx,3.0,2
5co1,4.0,1
5co8,5.0,2
5coc,1.0,1
5cof,1.0,1
5coj,6.0,3
5cp3,2.0,2
5cr7,2.0,4
5cr9,1.0,1
5crg,4.0,2
5cu1,1.0,1
5cum,3.0,3
5cup,2.0,2
5cuu,2.0,4
5cuy,4.0,4
5cvc,3.0,2
5cvi,2.0,2
5cvo,6.0,3
5cvw,1.0,1
5cw3,4.0,4
5cw6,1.0,2
5cwf,4.0,1
5cx7,16.0,8
5cxf,3.0,3
5cxk,8.0,4
5cxr,1.0,1
5cy4,6.0,2
5cyb,1.0,2
5cyo,2.0,1
5cyp,4.0,1
5cyv,2.0,2
5cyx,1.0,3
5cz2,12.0,4
5czc,2.0,1
5czo,4.0,2
5czr,4.0,1
5czw,1.0,1
5d04,2.0,2
5d0i,2.0,1
5d0n,1.0,2
5d1p,2.0,2
5d1r,2.0,2
5d2a,5.0,2
5d2j,2.0,1
5d3k,1.0,1
5d43,2.0,1
5d4c,16.0,6
5d51,2.0,2
5d5g,4.0,2
5d5v,4.0,2
5d6c,4.0,2
5d6o,4.0,2
5d7c,2.0,1
5d7q,2.0,2
5d86,1.0,2
5d88,1.0,2
5d8g,1.0,4
5d8h,4.0,2
5d8n,3.0,6
5d91,1.0,1
5d92,4.0,2
5d98,6.0,3
5d9h,2.0,2
5d9i,4.0,2
5d9o,2.0,1
5d9x,1.0,1
5da5,30.0,10
5da9,4.0,4
5dac,4.0,2
5dah,4.0,1
5day,2.0,2
5dcx,11.0,1
5ddy,4.0,1
5de3,1.0,1
5deu,3.0,1
5dfa,3.0,3
5dgc,2.0,1
5dgd,1.0,4
5dgh,1.0,1
5dgk,2.0,6
5di3,2.0,2
5din,2.0,2
5dis,4.0,4
5dj1,4.0,2
5dj3,4.0,4
5djh,1.0,1
5djq,16.0,3
5djt,2.0,2
5dk4,1.0,2
5dk5,2.0,2
5dka,2.0,1
5dkh,3.0,1
5dku,2.0,1
5dl7,1.0,1
5dl8,2.0,1
5dll,1.0,1
5dlq,6.0,3
5dmm,1.0,1
5dmp,1.0,1
5dmy,3.0,3
5dny,6.0,4
5dob,2.0,2
5doc,2.0,2
5doe,1.0,1
5dok,2.0,1
5dor,4.0,2
5dou,4.0,2
5dq0,1.0,1
5drz,6.0,2
5ds5,8.0,6
5dto,2.0,1
5dtu,1.0,1
5duv,4.0,1
5dvx,2.0,1
5dx9,1.0,1
5dxi,2.0,1
5dxo,2.0,1
5dy1,2.0,2
5dz2,2.0,1
5dzq,2.0,2
5dzt,1.0,1
5dzv,2.0,2
5dzw,1.0,2
5dzy,6.0,2
5e0o,1.0,2
5e0y,1.0,1
5e1a,3.0,4
5e1j,1.0,2
5e1p,1.0,1
5e1q,2.0,1
5e1r,6.0,3
5e2f,2.0,1
5e37,2.0,1
5e3c,2.0,1
5e3h,3.0,1
5e3i,2.0,2
5e3x,1.0,2
5e4k,1.0,1
5e4l,2.0,1
5e4r,1.0,1
5e4x,1.0,8
5e5c,2.0,4
5e63,5.0,1
5e68,2.0,2
5e6f,2.0,2
5e6s,6.0,2
5e6t,2.0,2
5e7g,1.0,1
5e84,6.0,1
5e92,1.0,1
5e9a,6.0,3
5e9g,4.0,4
5e9h,2.0,2
5e9u,8.0,4
5ean,2.0,2
5ebe,3.0,1
5ebt,4.0,1
5ec0,1.0,1
5ec3,1.0,1
5ecc,2.0,2
5ecg,6.0,2
5ecl,6.0,3
5ecu,1.0,1
5ed4,8.0,2
5ed8,1.0,1
5edm,1.0,1
5edu,2.0,1
5edv,9.0,4
5ee5,2.0,2
5ee9,2.0,1
5efq,4.0,2
5efv,3.0,3
5eg1,2.0,2
5egh,2.0,1
5ehf,1.0,1
5ei9,6.0,1
5eik,1.0,3
5ein,3.0,6
5eiu,2.0,2
5eiy,3.0,1
5ej0,1.0,1
5ej8,8.0,2
5eji,1.0,4
5ejz,3.0,2
5ekd,2.0,2
5eke,4.0,4
5eks,2.0,1
5el0,1.0,1
5elb,10.0,5
5elh,3.0,2
5elk,2.0,1
5elx,2.0,1
5em2,4.0,2
5emi,1.0,1
5emt,2.0,2
5env,2.0,4
5eou,2.0,1
5eoy,2.0,2
5epa,6.0,1
5epv,4.0,1
5eq3,2.0,4
5eq4,4.0,1
5eq9,4.0,2
5eqn,2.0,2
5equ,4.0,1
5eqv,1.0,1
5eqx,1.0,1
5er3,1.0,1
5er8,2.0,1
5erc,1.0,1
5erd,2.0,2
5ere,1.0,1
5ero,3.0,6
5erp,2.0,2
5eru,1.0,2
5es4,8.0,2
5esp,6.0,1
5esr,1.0,2
5esv,9.0,9
5etr,2.0,1
5eu8,2.0,2
5euf,2.0,2
5euj,,4
5eur,3.0,3
5ewu,2.0,2
5ex1,6.0,2
5ex2,2.0,1
5exc,,8
5exe,6.0,6
5exh,3.0,1
5eyf,2.0,2
5eym,2.0,1
5eyn,1.0,2
5eyx,2.0,2
5ez6,1.0,1
5ezb,2.0,1
5f05,4.0,2
5f0p,4.0,3
5f0s,6.0,1
5f13,3.0,1
5f1c,3.0,3
5f2v,12.0,4
5f3o,2.0,2
5f47,2.0,2
5f56,3.0,1
5f59,1.0,1
5f5n,2.0,2
5f5r,2.0,2
5f6c,4.0,2
5f6k,7.0,2
5f7h,6.0,1
5f7p,2.0,2
5f7q,6.0,4
5f9c,2.0,1
5f9f,12.0,6
5f9h,12.0,6
5f9k,3.0,3
5f9z,2.0,1
5fa8,1.0,1
5faf,1.0,1
5fax,2.0,1
5fb3,6.0,6
5fbk,2.0,2
5fbs,1.0,1
5fbz,5.0,2
5fc9,4.0,4
5fca,2.0,1
5fd3,6.0,1
5fd6,4.0,2
5fey,2.0,2
5ff7,4.0,2
5ffn,2.0,2
5ffo,8.0,8
5fg8,2.0,1
5fgj,4.0,4
5fgn,1.0,1
5fgs,4.0,4
5fgw,4.0,1
5fhd,4.0,1
5fhe,2.0,1
5fi3,2.0,2
5fib,2.0,1
5fj7,3.0,3
5fjq,3.0,1
5fjs,2.0,2
5fju,4.0,8
5fk0,8.0,1
5fka,3.0,3
5flg,2.0,2
5flj,12.0,2
5fm9,1.0,2
5fma,2.0,1
5fmi,1.0,2
5fml,2.0,1
5fno,2.0,1
5fo5,1.0,2
5foh,1.0,1
5fp3,2.0,1
5fph,7.0,2
5fq4,2.0,1
5fq6,16.0,6
5fq7,10.0,8
5fq8,9.0,7
5fqb,1.0,1
5fql,1.0,2
5fre,3.0,1
5frf,1.0,1
5frx,2.0,2
5ft9,2.0,1
5ftt,8.0,8
5ftx,1.0,1
5fty,2.0,1
5ftz,1.0,2
5fu2,2.0,1
5fui,1.0,1
5fuk,2.0,2
5ful,1.0,2
5fux,2.0,4
5fv7,2.0,1
5fv9,6.0,2
5fvn,6.0,3
5fvo,1.0,1
5fwj,2.0,1
5fwt,1.0,2
5fx8,3.0,3
5fy1,2.0,1
5fyb,1.0,1
5fyr,4.0,1
5fzp,2.0,2
5g08,1.0,1
5g0f,1.0,1
5g0i,2.0,1
5g0x,2.0,4
5g2b,2.0,1
5g2t,4.0,1
5g2v,1.0,1
5g31,1.0,1
5g38,1.0,1
5g3n,2.0,1
5g3y,1.0,1
5g3z,1.0,1
5g49,2.0,2
5g4a,2.0,1
5g4p,2.0,1
5g56,1.0,1
5g5d,2.0,1
5g5t,2.0,1
5g5y,2.0,1
5g5z,4.0,2
5g6u,4.0,4
5ggi,4.0,1
5gha,8.0,4
5giq,1.0,2
5giv,6.0,2
5gj3,1.0,1
5gj9,2.0,1
5gja,8.0,8
5gjp,1.0,2
5gkd,4.0,2
5gkf,4.0,2
5gkp,4.0,2
5gln,2.0,1
5gm3,2.0,1
5gmf,8.0,2
5gne,2.0,1
5gnf,2.0,2
5gof,1.0,1
5gox,2.0,2
5goy,1.0,1
5gpa,2.0,2
5gpo,2.0,2
5gpy,2.0,2
5gq1,6.0,6
5gq9,6.0,2
5gqf,2.0,1
5gqo,2.0,4
5gqq,4.0,4
5gqx,1.0,1
5gqz,1.0,2
5grb,6.0,4
5grq,4.0,3
5grr,1.0,1
5gsz,1.0,1
5gt1,1.0,1
5guf,1.0,2
5guh,2.0,1
5gut,1.0,1
5gux,4.0,2
5gv3,2.0,1
5gvc,2.0,1
5gve,2.0,2
5gvi,3.0,3
5gvv,2.0,2
5gvx,1.0,1
5gwj,6.0,2
5gwk,6.0,2
5gwp,4.0,2
5gx8,2.0,2
5gxp,2.0,2
5gxv,1.0,1
5gxz,2.0,2
5gy6,1.0,1
5gyn,1.0,1
5gz5,1.0,1
5gz9,1.0,1
5gza,1.0,1
5h05,4.0,1
5h0m,1.0,1
5h0u,2.0,1
5h1w,2.0,1
5h1y,2.0,1
5h2r,2.0,1
5h3j,2.0,1
5h3z,2.0,2
5h4d,4.0,1
5h4g,2.0,2
5h4j,1.0,3
5h4z,2.0,1
5h56,2.0,2
5h5x,12.0,4
5h63,4.0,2
5h65,2.0,2
5h68,2.0,2
5h6b,1.0,1
5h6o,1.0,1
5h6u,2.0,1
5h70,2.0,2
5h7d,16.0,8
5h7r,1.0,2
5h81,2.0,2
5h83,2.0,2
5h8n,2.0,2
5h8v,2.0,1
5h8x,1.0,1
5h8y,6.0,3
5h92,3.0,2
5h9m,2.0,2
5haa,2.0,4
5hc8,1.0,2
5hc9,4.0,1
5hca,3.0,1
5hcb,2.0,2
5hci,6.0,2
5hcn,1.0,1
5hda,4.0,2
5hdb,8.0,2
5hdq,3.0,3
5he9,2.0,2
5hee,2.0,2
5hev,4.0,2
5hez,4.0,1
5hfs,2.0,2
5hh7,2.0,1
5hha,2.0,1
5hi6,2.0,1
5hif,2.0,2
5hj0,3.0,2
5hj8,4.0,4
5hjd,16.0,4
5hjo,4.0,2
5hkj,1.0,1
5hkk,16.0,8
5hko,1.0,1
5hl3,1.0,1
5hl4,1.0,1
5hle,1.0,1
5hlo,4.0,2
5hm4,1.0,2
5hme,2.0,1
5hmm,2.0,1
5hmp,2.0,1
5hmq,6.0,2
5hms,2.0,8
5hn5,1.0,2
5ho1,2.0,2
5hob,8.0,4
5hof,1.0,1
5hon,2.0,1
5hou,1.0,1
5hp0,1.0,1
5hp5,2.0,1
5hpd,1.0,1
5hpj,1.0,2
5hpy,4.0,2
5hqa,1.0,1
5hqn,2.0,1
5hr0,2.0,1
5hr4,6.0,1
5hr6,4.0,1
5hri,8.0,1
5hrm,4.0,2
5hsa,8.0,8
5hsg,1.0,1
5ht2,4.0,2
5htk,2.0,2
5huc,1.0,4
5hud,8.0,8
5huh,2.0,2
5huq,2.0,2
5hv1,1.0,1
5hva,4.0,2
5hvf,2.0,2
5hvg,4.0,2
5hvh,3.0,3
5hvk,4.0,2
5hwa,1.0,1
5hwe,1.0,4
5hx5,2.0,1
5hxc,1.0,1
5hxd,2.0,2
5hxt,2.0,2
5hy7,4.0,2
5hyh,1.0,2
5hyn,20.0,3
5hzh,1.0,1
5hzl,1.0,1
5hzt,12.0,1
5i01,4.0,4
5i0f,1.0,1
5i0h,2.0,1
5i0i,6.0,3
5i0n,1.0,1
5i0p,4.0,1
5i0v,2.0,2
5i0x,2.0,2
5i10,1.0,1
5i1f,1.0,2
5i1t,1.0,1
5i29,1.0,1
5i2b,1.0,2
5i2d,22.0,8
5i2m,3.0,3
5i2u,2.0,1
5i49,1.0,1
5i4e,1.0,1
5i4k,1.0,1
5i5l,1.0,2
5i5m,2.0,2
5i6m,1.0,3
5i77,1.0,1
5i81,1.0,2
5i85,1.0,1
5i8e,4.0,2
5i8g,1.0,1
5i8q,4.0,1
5i8s,1.0,1
5i95,1.0,2
5i96,2.0,2
5ib9,1.0,2
5ic5,1.0,2
5icu,1.0,1
5id6,2.0,1
5idj,1.0,2
5idm,2.0,1
5ido,1.0,1
5ie9,4.0,4
5iea,6.0,3
5if9,2.0,1
5igw,1.0,1
5ih6,1.0,1
5ihe,2.0,1
5ihj,1.0,1
5iit,4.0,1
5ij1,2.0,2
5ij4,1.0,1
5ij5,1.0,1
5ijl,1.0,1
5ijt,10.0,10
5iju,2.0,1
5ik5,1.0,1
5ikf,2.0,2
5ikj,2.0,2
5ikk,1.0,2
5iku,1.0,1
5ikz,1.0,1
5ilg,2.0,2
5im3,2.0,4
5imn,4.0,4
5imt,2.0,4
5in2,1.0,2
5in3,2.0,2
5ioo,2.0,1
5iqc,4.0,1
5iqk,2.0,1
5iqo,4.0,1
5ir4,1.0,1
5irb,2.0,1
5irc,4.0,2
5irp,2.0,2
5irr,2.0,1
5iry,2.0,2
5it3,2.0,2
5iti,1.0,1
5iu0,4.0,4
5iu9,2.0,2
5iuc,2.0,1
5iul,6.0,3
5iw5,2.0,2
5iwp,1.0,4
5iwy,6.0,3
5ix2,4.0,2
5ixq,2.0,1
5iys,1.0,1
5izm,2.0,1
5izo,4.0,1
5j16,4.0,2
5j1j,2.0,2
5j1l,4.0,2
5j1s,3.0,3
5j2z,1.0,1
5j33,8.0,2
5j46,1.0,1
5j4v,1.0,6
5j55,1.0,1
5j5j,1.0,1
5j5p,6.0,2
5j60,4.0,2
5j6d,2.0,1
5j6f,2.0,4
5j72,2.0,1
5j7d,8.0,1
5j7k,8.0,4
5j7r,4.0,2
5j84,8.0,4
5j8n,1.0,1
5j8t,1.0,1
5j9c,2.0,2
5jaj,3.0,1
5jan,1.0,1
5jax,1.0,1
5jbf,2.0,1
5jbj,3.0,1
5jbt,3.0,2
5jc7,4.0,2
5jc8,4.0,4
5jca,2.0,2
